playerId,season,name,team,situation,games_played,icetime,gameScore,onIce_xGoalsPercentage,I_F_xGoals,I_F_shotsOnGoal,I_F_shotAttempts,I_F_points,I_F_goals,I_F_highDangerShots,I_F_highDangerGoals
8477244,2018,Chad Ruhwedel,PIT,other,18,560.0,3.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477244,2018,Chad Ruhwedel,PIT,all,18,17580.0,4.0,0.46,0.54,22.0,46.0,2.0,1.0,0.0,0.0
8477244,2018,Chad Ruhwedel,PIT,5on5,18,15582.0,4.0,0.57,0.54,21.0,45.0,2.0,1.0,0.0,0.0
8477244,2018,Chad Ruhwedel,PIT,4on5,18,1344.0,1.15,0.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8477244,2018,Chad Ruhwedel,PIT,5on4,18,94.0,1.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474818,2018,Jordie Benn,MTL,other,81,2635.0,20.73,0.71,0.86,4.0,5.0,2.0,2.0,1.0,1.0
8474818,2018,Jordie Benn,MTL,all,81,88382.0,35.32,0.47,3.01,93.0,198.0,22.0,5.0,1.0,1.0
8474818,2018,Jordie Benn,MTL,5on5,81,72762.0,35.32,0.54,2.08,80.0,181.0,20.0,3.0,0.0,0.0
8474818,2018,Jordie Benn,MTL,4on5,81,12869.0,32.62,0.12,0.08,9.0,12.0,0.0,0.0,0.0,0.0
8474818,2018,Jordie Benn,MTL,5on4,81,116.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475462,2018,Radko Gudas,PHI,other,77,2954.0,19.02,0.52,0.05,1.0,2.0,3.0,1.0,0.0,0.0
8475462,2018,Radko Gudas,PHI,all,77,82376.0,26.82,0.43,3.73,137.0,291.0,20.0,4.0,0.0,0.0
8475462,2018,Radko Gudas,PHI,5on5,77,68168.0,26.82,0.5,3.36,126.0,278.0,17.0,3.0,0.0,0.0
8475462,2018,Radko Gudas,PHI,4on5,77,11172.0,27.25,0.14,0.32,10.0,11.0,0.0,0.0,0.0,0.0
8475462,2018,Radko Gudas,PHI,5on4,77,82.0,9.05,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477046,2018,Joakim Ryan,S.J,other,44,425.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477046,2018,Joakim Ryan,S.J,all,44,33731.0,13.6,0.54,1.05,36.0,81.0,7.0,0.0,0.0,0.0
8477046,2018,Joakim Ryan,S.J,5on5,44,32592.0,13.6,0.54,1.05,36.0,81.0,7.0,0.0,0.0,0.0
