season,teamCode,xBin,yBin,shots,goals,avg_xG,goal_rate
2018,ANA,65,20,16,4,0.04060434374999997,0.25
2018,ANA,65,25,5,0,0.011363948,0.0
2018,ANA,65,30,3,0,0.009279719999999965,0.0
2018,ANA,65,35,5,0,0.008428455999999999,0.0
2018,ANA,70,-40,3,0,0.0069185033333333335,0.0
2018,ANA,70,-35,4,0,0.0059202925,0.0
2018,ANA,70,-30,7,0,0.01647639,0.0
2018,ANA,70,-25,13,0,0.030271808461538447,0.0
2018,ANA,70,-20,14,0,0.06181442857142856,0.0
2018,ANA,70,-15,17,2,0.06302002705882351,0.11764705882352941
2018,ANA,70,-10,17,3,0.13372769999999998,0.17647058823529413
2018,ANA,70,-5,20,3,0.15213961499999998,0.15
2018,ANA,70,0,24,5,0.11488675,0.20833333333333334
2018,ANA,70,5,13,2,0.15136605384615384,0.15384615384615385
2018,ANA,70,10,21,4,0.07218071619047617,0.19047619047619047
2018,ANA,70,15,15,2,0.05342171999999998,0.13333333333333333
2018,ANA,70,20,9,0,0.04839621555555551,0.0
2018,ANA,70,25,3,0,0.018112163333333334,0.0
2018,ANA,70,30,2,0,0.01067941,0.0
2018,ANA,70,35,3,0,0.011496893333333334,0.0
2018,ANA,75,-40,2,0,0.008479525,0.0
2018,ANA,75,-35,3,0,0.010020749999999932,0.0
2018,ANA,75,-30,7,0,0.019597242857142826,0.0
2018,ANA,75,-25,6,0,0.03395844999999998,0.0
2018,ANA,75,-20,11,2,0.03358165454545454,0.18181818181818182
2018,ANA,75,-15,14,2,0.055376685714285716,0.14285714285714285
2018,ANA,75,-10,24,3,0.08794104166666665,0.125
2018,ANA,75,-5,71,14,0.17380878450704224,0.19718309859154928
2018,ANA,75,0,68,14,0.1554414882352941,0.20588235294117646
2018,ANA,75,5,52,10,0.11071547673076922,0.19230769230769232
2018,ANA,75,10,13,3,0.10489796153846152,0.23076923076923078
2018,ANA,75,15,4,0,0.05762442499999998,0.0
2018,ANA,75,20,9,1,0.025147592222222213,0.1111111111111111
2018,ANA,75,25,5,0,0.012535871999999981,0.0
2018,ANA,75,30,2,0,0.01391806,0.0
2018,ANA,80,-40,2,0,0.007247195,0.0
2018,ANA,80,-35,9,0,0.010333157777777777,0.0
2018,ANA,80,-30,2,0,0.020270700000000003,0.0
2018,ANA,80,-25,8,0,0.032545687499999996,0.0
2018,ANA,80,-20,7,0,0.032405628571428556,0.0
2018,ANA,80,-15,12,1,0.05241438333333331,0.08333333333333333
2018,ANA,80,-10,49,8,0.11775475714285713,0.16326530612244897
2018,ANA,80,-5,59,12,0.19791640508474576,0.2033898305084746
2018,ANA,80,0,49,12,0.23638919795918364,0.24489795918367346
2018,ANA,80,5,51,9,0.12082714705882353,0.17647058823529413
2018,ANA,80,10,15,1,0.08232401999999997,0.06666666666666667
2018,ANA,80,15,5,0,0.01970867999999998,0.0
2018,ANA,80,20,6,0,0.02779356666666667,0.0
2018,ANA,80,25,7,0,0.017100585714285698,0.0
2018,ANA,80,30,4,0,0.0124325525,0.0
2018,ANA,85,-40,1,1,0.32849,1.0
2018,ANA,85,-35,1,0,0.0111257,0.0
2018,ANA,85,-30,5,1,0.11926289999999999,0.2
2018,ANA,85,-25,5,0,0.02060809999999998,0.0
2018,ANA,85,-20,3,0,0.023839733333333304,0.0
2018,ANA,85,-15,9,2,0.040110455555555535,0.2222222222222222
2018,ANA,85,-10,23,0,0.09918328695652169,0.0
2018,ANA,85,-5,7,1,0.18502312857142855,0.14285714285714285
2018,ANA,85,0,2,1,0.2186875,0.5
2018,ANA,85,5,23,2,0.1498469608695652,0.08695652173913043
2018,ANA,85,10,10,0,0.04965963999999998,0.0
2018,ANA,85,15,2,0,0.0481507,0.0
2018,ANA,85,20,3,0,0.023944633333333337,0.0
2018,ANA,85,25,5,0,0.01819284,0.0
2018,ANA,85,30,1,0,0.0102602,0.0
2018,ANA,85,35,3,0,0.011449686666666667,0.0
2018,ANA,90,-30,2,0,0.0055,0.0
2018,ANA,90,-20,2,0,0.01,0.0
2018,ANA,90,-15,4,1,0.01,0.25
2018,ANA,90,-10,2,1,0.01,0.5
2018,ANA,90,5,1,0,0.01,0.0
2018,ANA,90,15,1,0,0.01,0.0
2018,ANA,90,25,2,0,0.0055,0.0
2018,ANA,90,30,1,0,0.01,0.0
2018,ANA,95,-25,1,0,0.01,0.0
2018,ANA,95,-15,3,0,0.01,0.0
2018,ANA,95,-10,1,0,0.01,0.0
2018,ANA,95,-5,1,0,0.01,0.0
2018,ANA,95,15,1,0,0.01,0.0
2018,ARI,0,-40,4,0,0.006565052499999975,0.0
2018,ARI,0,-35,2,0,0.004834395,0.0
2018,ARI,0,-30,1,0,0.00626054,0.0
2018,ARI,0,-25,1,0,0.00858521,0.0
